"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"RS_MN006","2564","20141001","0.2","9","1"
"RS_MN006","2564","20141002","0","9","1"
"RS_MN006","2564","20141003","0","9","1"
"RS_MN006","2564","20141004","0","9","1"
"RS_MN006","2564","20141005","0","9","1"
"RS_MN006","2564","20141006","0","9","1"
"RS_MN006","2564","20141007","8.2","9","1"
"RS_MN006","2564","20141008","0.8","9","1"
"RS_MN006","2564","20141009","0","9","1"
"RS_MN006","2564","20141010","0","9","1"
"RS_MN006","2564","20141011","1.6","9","1"
"RS_MN006","2564","20141012","0.6","9","1"
"RS_MN006","2564","20141013","13.3","9","1"
"RS_MN006","2564","20141014","1.4","9","1"
"RS_MN006","2564","20141015","0","9","1"
"RS_MN006","2564","20141016","0","9","1"
"RS_MN006","2564","20141017","5.1","9","1"
"RS_MN006","2564","20141018","0","9","1"
"RS_MN006","2564","20141019","11.9","9","1"
"RS_MN006","2564","20141020","0.8","9","1"
"RS_MN006","2564","20141021","9","9","1"
"RS_MN006","2564","20141022","0","9","1"
"RS_MN006","2564","20141023","0","9","1"
"RS_MN006","2564","20141024","1.1","9","1"
"RS_MN006","2564","20141025","0.4","9","1"
"RS_MN006","2564","20141026","0","9","1"
"RS_MN006","2564","20141027","0","9","1"
"RS_MN006","2564","20141028","0","9","1"
"RS_MN006","2564","20141029","0","9","1"
"RS_MN006","2564","20141030","0.1","9","1"
"RS_MN006","2564","20141031","0","9","1"
"RS_MN006","2564","20141101","0","9","1"
"RS_MN006","2564","20141102","1.1","9","1"
"RS_MN006","2564","20141103","1","9","1"
"RS_MN006","2564","20141104","6.8","9","1"
"RS_MN006","2564","20141105","2.1","9","1"
"RS_MN006","2564","20141106","0","9","1"
"RS_MN006","2564","20141107","0","9","1"
"RS_MN006","2564","20141108","0","9","1"
"RS_MN006","2564","20141109","0","9","1"
"RS_MN006","2564","20141110","0.9","9","1"
"RS_MN006","2564","20141111","0","9","1"
"RS_MN006","2564","20141112","0.5","9","1"
"RS_MN006","2564","20141113","0","9","1"
"RS_MN006","2564","20141114","0","9","1"
"RS_MN006","2564","20141115","0","9","1"
"RS_MN006","2564","20141116","3","9","1"
"RS_MN006","2564","20141117","0","9","1"
"RS_MN006","2564","20141118","0.7","9","1"
"RS_MN006","2564","20141119","0","9","1"
"RS_MN006","2564","20141120","0","9","1"
"RS_MN006","2564","20141121","0","9","1"
"RS_MN006","2564","20141122","1.7","9","1"
"RS_MN006","2564","20141123","3.5","9","1"
"RS_MN006","2564","20141124","2.8","9","1"
"RS_MN006","2564","20141125","0","9","1"
"RS_MN006","2564","20141126","0","9","1"
"RS_MN006","2564","20141127","0","9","1"
"RS_MN006","2564","20141128","0","9","1"
"RS_MN006","2564","20141129","0","9","1"
"RS_MN006","2564","20141130","0","9","1"
"RS_MN006","2564","20141201","0","9","1"
"RS_MN006","2564","20141202","0","9","1"
"RS_MN006","2564","20141203","0","9","1"
"RS_MN006","2564","20141204","2.7","9","1"
"RS_MN006","2564","20141205","0.3","9","1"
"RS_MN006","2564","20141206","0","9","1"
"RS_MN006","2564","20141207","8.7","9","1"
"RS_MN006","2564","20141208","3.5","9","1"
"RS_MN006","2564","20141209","2.4","9","1"
